"Story","Title","Result","Date","Stability","Duration (s)"
"General ledger entries","Create general ledger entry using sustainability accounts","FAILURE","2023-09-26T17:05:22.768+08:00[Asia/Shanghai]","0.0","68.06"
"Inquiry and reports","Order inquiry and update","ERROR","2023-09-26T17:08:12.542+08:00[Asia/Shanghai]","0.0","151.99"
"Working advance","Create working advance entry","ERROR","2023-09-26T17:14:10.258+08:00[Asia/Shanghai]","0.0","100.54"
