"Story","Title","Result","Date","Stability","Duration (s)"
"Voucher entries","Voucher entry without tax rate","SUCCESS","2023-09-26T15:34:45.377+08:00[Asia/Shanghai]","0.0","123.84"
"Voucher entries","Voucher entry with single multiple lines","SUCCESS","2023-09-26T15:38:17.533+08:00[Asia/Shanghai]","0.0","167.28"
"Voucher entries","Partial voucher match","SUCCESS","2023-09-26T15:51:58.51+08:00[Asia/Shanghai]","0.0","122.23"
"Voucher entries","Partial voucher match with tax rate","SUCCESS","2023-09-26T15:59:00.167+08:00[Asia/Shanghai]","0.0","137.25"
"Voucher entries","Voucher entry multi docs","SUCCESS","2023-09-26T16:01:18.103+08:00[Asia/Shanghai]","0.0","290.03"
"Voucher entries","Partial voucher match with negative additional lines","SUCCESS","2023-09-26T16:06:08.884+08:00[Asia/Shanghai]","0.0","237.84"
"Voucher entries","Simple prepayment","SUCCESS","2023-09-26T16:10:07.423+08:00[Asia/Shanghai]","0.0","69.17"
"Voucher entries","Create voucher entry using sustainability accounts","SUCCESS","2023-09-26T16:21:22.54+08:00[Asia/Shanghai]","0.0","494.15"
"Voucher entries","Release retention partial","SUCCESS","2023-09-26T16:34:51.527+08:00[Asia/Shanghai]","0.0","137.49"
"Voucher entries","Voucher entry with tax rate rounded","SUCCESS","2023-09-26T16:39:19.117+08:00[Asia/Shanghai]","0.0","142.77"
"Voucher entries","Creating voucher entry","SUCCESS","2023-09-26T16:47:07.84+08:00[Asia/Shanghai]","0.0","111.77"
"Voucher entries","Release retention adding a line","SUCCESS","2023-09-26T16:49:00.3+08:00[Asia/Shanghai]","0.0","181.02"
"Voucher entries","Voucher entry credit memo","SUCCESS","2023-09-26T16:53:53.841+08:00[Asia/Shanghai]","0.0","122.79"
"Voucher entries","Partial voucher match with positive additional lines","SUCCESS","2023-09-26T16:55:57.321+08:00[Asia/Shanghai]","0.0","242.32"
