"Story","Title","Result","Date","Stability","Duration (s)"
"Voucher entries","Release retention full","FAILURE","2023-09-26T15:34:01.05+08:00[Asia/Shanghai]","0.0","43.64"
"Voucher entries","Partial matching with rounded tax amount","FAILURE","2023-09-26T16:37:09.728+08:00[Asia/Shanghai]","0.0","128.67"
