"Story","Title","Result","Date","Stability","Duration (s)"
"Voucher entries","Voucher entry without tax rate","ERROR","2024-01-23T18:05:35.422+08:00[Asia/Shanghai]","0.0","61.8"
"Voucher entries","Voucher match with positive for adding a line","ERROR","2024-01-23T18:06:38.042+08:00[Asia/Shanghai]","0.0","47.67"
"Voucher entries","Search and post PV","ERROR","2024-01-23T18:14:14.692+08:00[Asia/Shanghai]","0.0","53.61"
"Voucher entries","Voucher match with tax","ERROR","2024-01-23T18:18:03.17+08:00[Asia/Shanghai]","0.0","70.53"
"Voucher entries","Partial voucher match","ERROR","2024-01-23T18:19:14.443+08:00[Asia/Shanghai]","0.0","50.59"
"Voucher entries","Voucher match with retention","ERROR","2024-01-23T18:20:05.789+08:00[Asia/Shanghai]","0.0","49.96"
"Voucher entries","Voucher entry import CSV file","ERROR","2024-01-23T18:20:56.497+08:00[Asia/Shanghai]","0.0","96.14"
"Voucher entries","Voucher match with negative for adding a line","ERROR","2024-01-23T18:22:33.448+08:00[Asia/Shanghai]","0.0","77.66"
"Voucher entries","Partial voucher match with tax rate","ERROR","2024-01-23T18:23:51.862+08:00[Asia/Shanghai]","0.0","47.44"
"Voucher entries","Partial voucher match with negative additional lines","ERROR","2024-01-23T18:30:00.577+08:00[Asia/Shanghai]","0.0","44.28"
"Voucher entries","Multiple lines with same PO and different item code","ERROR","2024-01-23T18:35:38.958+08:00[Asia/Shanghai]","0.0","43.81"
"Voucher entries","Partial voucher match with retention","ERROR","2024-01-23T18:36:23.527+08:00[Asia/Shanghai]","0.0","50.26"
"Voucher entries","Multiple lines with different PO and different item code","ERROR","2024-01-23T18:37:14.596+08:00[Asia/Shanghai]","0.0","71.71"
"Voucher entries","Multiple lines with same PO and same item code","ERROR","2024-01-23T18:45:06.354+08:00[Asia/Shanghai]","0.0","46.82"
"Voucher entries","Voucher match with retention and tax","ERROR","2024-01-23T18:45:53.921+08:00[Asia/Shanghai]","0.0","47.05"
"Voucher entries","Multiple lines with different PO and same item code","ERROR","2024-01-23T18:46:41.694+08:00[Asia/Shanghai]","0.0","46.53"
"Voucher entries","Simple voucher match","ERROR","2024-01-23T18:47:28.969+08:00[Asia/Shanghai]","0.0","77.68"
"Voucher entries","Partial matching with rounded tax amount","ERROR","2024-01-23T18:50:53.204+08:00[Asia/Shanghai]","0.0","44.91"
"Voucher entries","Voucher matching","ERROR","2024-01-23T18:54:28.324+08:00[Asia/Shanghai]","0.0","52.23"
"Voucher entries","Voucher match with rounded off tax","ERROR","2024-01-23T19:03:14.592+08:00[Asia/Shanghai]","0.0","57.37"
"Voucher entries","Partial voucher match with positive additional lines","ERROR","2024-01-23T19:06:13.803+08:00[Asia/Shanghai]","0.0","48.41"
