"Story","Title","Result","Date","Stability","Duration (s)"
"Voucher entries","Voucher entry with single multiple lines","SUCCESS","2024-01-23T18:07:26.465+08:00[Asia/Shanghai]","0.0","182.87"
"Voucher entries","Checking line reference place holder","SUCCESS","2024-01-23T18:10:32.071+08:00[Asia/Shanghai]","0.0","221.8"
"Voucher entries","Voucher entry delete a line","SUCCESS","2024-01-23T18:15:09.094+08:00[Asia/Shanghai]","0.0","173.3"
"Voucher entries","Voucher entry multi docs","SUCCESS","2024-01-23T18:24:40.035+08:00[Asia/Shanghai]","0.0","319.77"
"Voucher entries","Simple prepayment","SUCCESS","2024-01-23T18:30:45.597+08:00[Asia/Shanghai]","0.0","70.39"
"Voucher entries","Voucher entry proceed to payment","SUCCESS","2024-01-23T18:31:56.708+08:00[Asia/Shanghai]","0.0","221.5"
"Voucher entries","Create voucher entry using sustainability accounts","SUCCESS","2024-01-23T18:38:27.03+08:00[Asia/Shanghai]","0.0","398.58"
"Voucher entries","Release retention partial","SUCCESS","2024-01-23T18:48:47.368+08:00[Asia/Shanghai]","0.0","125.13"
"Voucher entries","Voucher entry with tax rate rounded","SUCCESS","2024-01-23T18:51:38.922+08:00[Asia/Shanghai]","0.0","168.61"
"Voucher entries","Voucher entry export CSV file","SUCCESS","2024-01-23T18:55:21.289+08:00[Asia/Shanghai]","0.0","171.65"
"Voucher entries","Creating voucher entry","SUCCESS","2024-01-23T18:58:13.673+08:00[Asia/Shanghai]","0.0","114.21"
"Voucher entries","Release retention adding a line","SUCCESS","2024-01-23T19:00:08.615+08:00[Asia/Shanghai]","0.0","185.27"
"Voucher entries","Voucher entry credit memo","SUCCESS","2024-01-23T19:04:12.701+08:00[Asia/Shanghai]","0.0","120.38"
