"Story","Title","Result","Date","Stability","Duration (s)"
"Payments","Manual payment with multiple documents","ERROR","2023-11-24T15:26:58.387+08:00[Asia/Shanghai]","0.0","257.1"
"Payments","Manual payment with negative amount","ERROR","2023-11-24T15:32:00.9+08:00[Asia/Shanghai]","0.0","154.37"
