"Story","Title","Result","Date","Stability","Duration (s)"
"Voucher entries","Voucher entry without tax rate","SUCCESS","2023-11-24T16:55:29.44+08:00[Asia/Shanghai]","0.0","130.67"
"Voucher entries","Voucher entry with single multiple lines","SUCCESS","2023-11-24T16:58:36.431+08:00[Asia/Shanghai]","0.0","166.29"
"Voucher entries","Checking line reference place holder","SUCCESS","2023-11-24T17:01:23.455+08:00[Asia/Shanghai]","0.0","190.04"
"Voucher entries","Voucher entry delete a line","SUCCESS","2023-11-24T17:05:27.857+08:00[Asia/Shanghai]","0.0","150.47"
"Voucher entries","Voucher entry multi docs","SUCCESS","2023-11-24T17:13:57.83+08:00[Asia/Shanghai]","0.0","287.05"
"Voucher entries","Simple prepayment","SUCCESS","2023-11-24T17:19:42.427+08:00[Asia/Shanghai]","0.0","69.61"
"Voucher entries","Voucher entry proceed to payment","SUCCESS","2023-11-24T17:20:52.71+08:00[Asia/Shanghai]","0.0","186.48"
"Voucher entries","Create voucher entry using sustainability accounts","SUCCESS","2023-11-24T17:26:25.577+08:00[Asia/Shanghai]","0.0","365.77"
"Voucher entries","Voucher entry with tax rate rounded","SUCCESS","2023-11-24T17:39:03.858+08:00[Asia/Shanghai]","0.0","143.4"
"Voucher entries","Creating voucher entry","SUCCESS","2023-11-24T17:44:52.883+08:00[Asia/Shanghai]","0.0","109.21"
"Voucher entries","Release retention adding a line","SUCCESS","2023-11-24T17:46:42.78+08:00[Asia/Shanghai]","0.0","182.15"
"Voucher entries","Voucher entry credit memo","SUCCESS","2023-11-24T17:50:42.358+08:00[Asia/Shanghai]","0.0","126.02"
