"Story","Title","Result","Date","Stability","Duration (s)"
"Redistribution","Pre logging GL distribution current year","SUCCESS","2023-11-22T15:26:03.628+08:00[Asia/Shanghai]","0.0","95.7"
"Redistribution","Pre logging GL distribution prior year","SUCCESS","2023-11-22T15:27:40.05+08:00[Asia/Shanghai]","0.0","95.63"
