"Story","Title","Result","Date","Stability","Duration (s)"
"Voucher entries","Voucher entry without tax rate","SUCCESS","2023-11-22T16:25:55.104+08:00[Asia/Shanghai]","0.0","127.62"
"Voucher entries","Voucher entry with single multiple lines","SUCCESS","2023-11-22T16:28:52.309+08:00[Asia/Shanghai]","0.0","168.12"
"Voucher entries","Checking line reference place holder","SUCCESS","2023-11-22T16:31:41.174+08:00[Asia/Shanghai]","0.0","186.04"
"Voucher entries","Voucher entry delete a line","SUCCESS","2023-11-22T16:35:39.24+08:00[Asia/Shanghai]","0.0","155.54"
"Voucher entries","Voucher entry multi docs","SUCCESS","2023-11-22T16:44:16.375+08:00[Asia/Shanghai]","0.0","303.57"
"Voucher entries","Simple prepayment","SUCCESS","2023-11-22T16:50:12.622+08:00[Asia/Shanghai]","0.0","61.14"
"Voucher entries","Voucher entry proceed to payment","SUCCESS","2023-11-22T16:51:14.455+08:00[Asia/Shanghai]","0.0","187.11"
"Voucher entries","Create voucher entry using sustainability accounts","SUCCESS","2023-11-22T16:57:08.525+08:00[Asia/Shanghai]","0.0","363.23"
"Voucher entries","Voucher entry with tax rate rounded","SUCCESS","2023-11-22T17:09:45.564+08:00[Asia/Shanghai]","0.0","144.07"
"Voucher entries","Creating voucher entry","SUCCESS","2023-11-22T17:15:37.773+08:00[Asia/Shanghai]","0.0","110.18"
"Voucher entries","Release retention adding a line","SUCCESS","2023-11-22T17:17:28.651+08:00[Asia/Shanghai]","0.0","178.55"
"Voucher entries","Voucher entry credit memo","SUCCESS","2023-11-22T17:21:21.703+08:00[Asia/Shanghai]","0.0","126.98"
