"Story","Title","Result","Date","Stability","Duration (s)"
"Voucher entries","Voucher entry without tax rate","SUCCESS","2023-11-20T11:28:22.089+08:00[Asia/Shanghai]","0.0","129.78"
"Voucher entries","Voucher entry with single multiple lines","SUCCESS","2023-11-20T11:31:32.025+08:00[Asia/Shanghai]","0.0","168.08"
"Voucher entries","Checking line reference place holder","SUCCESS","2023-11-20T11:34:20.8+08:00[Asia/Shanghai]","0.0","184.18"
"Voucher entries","Voucher entry delete a line","SUCCESS","2023-11-20T11:38:12.876+08:00[Asia/Shanghai]","0.0","174.49"
"Voucher entries","Voucher entry multi docs","SUCCESS","2023-11-20T11:47:44.216+08:00[Asia/Shanghai]","0.0","280.1"
"Voucher entries","Voucher entry proceed to payment","SUCCESS","2023-11-20T11:53:47.473+08:00[Asia/Shanghai]","0.0","190.14"
"Voucher entries","Create voucher entry using sustainability accounts","SUCCESS","2023-11-20T11:59:38.148+08:00[Asia/Shanghai]","0.0","369.88"
"Voucher entries","Release retention partial","SUCCESS","2023-11-20T12:09:17.581+08:00[Asia/Shanghai]","0.0","143.07"
"Voucher entries","Voucher entry with tax rate rounded","SUCCESS","2023-11-20T12:12:29.781+08:00[Asia/Shanghai]","0.0","131.09"
"Voucher entries","Creating voucher entry","SUCCESS","2023-11-20T12:18:20.856+08:00[Asia/Shanghai]","0.0","111.46"
"Voucher entries","Release retention adding a line","SUCCESS","2023-11-20T12:20:13.004+08:00[Asia/Shanghai]","0.0","176.45"
"Voucher entries","Voucher entry credit memo","SUCCESS","2023-11-20T12:24:00.042+08:00[Asia/Shanghai]","0.0","129.84"
