"Story","Title","Result","Date","Stability","Duration (s)"
"General ledger entries","Create general ledger entry using sustainability accounts","ERROR","2023-11-23T17:13:18.364+08:00[Asia/Shanghai]","0.0","168.27"
"General ledger entries","Create general ledger entry","ERROR","2023-11-23T17:16:07.327+08:00[Asia/Shanghai]","0.0","1.97"
