"Story","Title","Result","Date","Stability","Duration (s)"
"Voucher entries","Voucher entry without tax rate","SUCCESS","2023-11-23T16:07:32.062+08:00[Asia/Shanghai]","0.0","129.14"
"Voucher entries","Voucher entry with single multiple lines","SUCCESS","2023-11-23T16:10:34.736+08:00[Asia/Shanghai]","0.0","171.92"
"Voucher entries","Checking line reference place holder","SUCCESS","2023-11-23T16:13:27.386+08:00[Asia/Shanghai]","0.0","208.63"
"Voucher entries","Voucher entry delete a line","SUCCESS","2023-11-23T16:17:49.646+08:00[Asia/Shanghai]","0.0","155.09"
"Voucher entries","Voucher entry multi docs","SUCCESS","2023-11-23T16:27:06.576+08:00[Asia/Shanghai]","0.0","282.3"
"Voucher entries","Simple prepayment","SUCCESS","2023-11-23T16:32:42.733+08:00[Asia/Shanghai]","0.0","70.5"
"Voucher entries","Voucher entry proceed to payment","SUCCESS","2023-11-23T16:33:53.925+08:00[Asia/Shanghai]","0.0","186.63"
"Voucher entries","Create voucher entry using sustainability accounts","SUCCESS","2023-11-23T16:39:42.349+08:00[Asia/Shanghai]","0.0","363.81"
"Voucher entries","Release retention partial","SUCCESS","2023-11-23T16:49:12.451+08:00[Asia/Shanghai]","0.0","132.26"
"Voucher entries","Voucher entry with tax rate rounded","SUCCESS","2023-11-23T16:52:19.622+08:00[Asia/Shanghai]","0.0","161.36"
"Voucher entries","Creating voucher entry","SUCCESS","2023-11-23T16:58:24.293+08:00[Asia/Shanghai]","0.0","112.65"
"Voucher entries","Release retention adding a line","SUCCESS","2023-11-23T17:00:17.633+08:00[Asia/Shanghai]","0.0","180.31"
"Voucher entries","Voucher entry credit memo","SUCCESS","2023-11-23T17:04:05.587+08:00[Asia/Shanghai]","0.0","127.89"
