"Story","Title","Result","Date","Stability","Duration (s)"
"Voucher entries","Voucher entry without tax rate","SUCCESS","2023-09-25T18:45:46.431+08:00[Asia/Shanghai]","0.0","133.84"
"Voucher entries","Voucher entry with single multiple lines","SUCCESS","2023-09-25T18:49:33.702+08:00[Asia/Shanghai]","0.0","178.02"
"Voucher entries","Voucher entry delete a line","SUCCESS","2023-09-25T18:57:55.812+08:00[Asia/Shanghai]","0.0","161.91"
"Voucher entries","Partial voucher match","SUCCESS","2023-09-25T19:02:23.368+08:00[Asia/Shanghai]","0.0","128.41"
"Voucher entries","Partial voucher match with tax rate","SUCCESS","2023-09-25T19:09:32.218+08:00[Asia/Shanghai]","0.0","136.89"
"Voucher entries","Voucher entry multi docs","SUCCESS","2023-09-25T19:11:49.801+08:00[Asia/Shanghai]","0.0","286.1"
"Voucher entries","Partial voucher match with negative additional lines","SUCCESS","2023-09-25T19:16:36.578+08:00[Asia/Shanghai]","0.0","252.82"
"Voucher entries","Simple prepayment","SUCCESS","2023-09-25T19:20:50.066+08:00[Asia/Shanghai]","0.0","81.87"
"Voucher entries","Create voucher entry using sustainability accounts","SUCCESS","2023-09-25T19:31:30.465+08:00[Asia/Shanghai]","0.0","391.39"
"Voucher entries","Release retention partial","SUCCESS","2023-09-25T19:43:03.563+08:00[Asia/Shanghai]","0.0","136.91"
"Voucher entries","Voucher entry with tax rate rounded","SUCCESS","2023-09-25T19:47:43.613+08:00[Asia/Shanghai]","0.0","140.56"
"Voucher entries","Creating voucher entry","SUCCESS","2023-09-25T19:55:23.829+08:00[Asia/Shanghai]","0.0","127.97"
"Voucher entries","Release retention adding a line","SUCCESS","2023-09-25T19:57:32.47+08:00[Asia/Shanghai]","0.0","182.73"
"Voucher entries","Voucher entry credit memo","SUCCESS","2023-09-25T20:02:21.413+08:00[Asia/Shanghai]","0.0","126.84"
"Voucher entries","Partial voucher match with positive additional lines","SUCCESS","2023-09-25T20:04:28.922+08:00[Asia/Shanghai]","0.0","232.95"
