"Story","Title","Result","Date","Stability","Duration (s)"
"Review AP entries","Create manual payment and delete unposted payment","SUCCESS","2023-11-17T22:20:47.874+08:00[Asia/Shanghai]","0.0","261.74"
"Review AP entries","Clear employee field for GL distribution and voucher entries","SUCCESS","2023-11-17T22:25:10.324+08:00[Asia/Shanghai]","0.0","158.91"
"Review AP entries","Reversal of unposted PO redistribution","SUCCESS","2023-11-17T22:27:49.94+08:00[Asia/Shanghai]","0.0","112.27"
"Review AP entries","Edit AP entries","SUCCESS","2023-11-17T22:32:32.236+08:00[Asia/Shanghai]","0.0","131.89"
"Review AP entries","Review voucher AP entries","SUCCESS","2023-11-17T22:34:44.824+08:00[Asia/Shanghai]","0.0","125.15"
"Review AP entries","Search payment","SUCCESS","2023-11-17T22:36:50.701+08:00[Asia/Shanghai]","0.0","34.58"
"Review AP entries","Check edit button for voucher entry and redistribute GL","SUCCESS","2023-11-17T22:39:06.497+08:00[Asia/Shanghai]","0.0","211.32"
"Review AP entries","Print payment form","SUCCESS","2023-11-17T22:42:38.516+08:00[Asia/Shanghai]","0.0","68.04"
"Review AP entries","Edit voucher entry line account number","SUCCESS","2023-11-17T22:43:47.245+08:00[Asia/Shanghai]","0.0","204.87"
"Review AP entries","Payment information","SUCCESS","2023-11-17T22:47:12.854+08:00[Asia/Shanghai]","0.0","72.66"
"Review AP entries","Delete voucher AP entry","SUCCESS","2023-11-17T22:48:26.212+08:00[Asia/Shanghai]","0.0","130.78"
"Review AP entries","Create voucher entry and test filter selection","SUCCESS","2023-11-17T22:50:37.694+08:00[Asia/Shanghai]","0.0","204.91"
"Review AP entries","Create voucher entry review and delete","SUCCESS","2023-11-17T22:54:03.299+08:00[Asia/Shanghai]","0.0","162.99"
