"Story","Title","Result","Date","Stability","Duration (s)"
"Voucher entries","Voucher entry without tax rate","SUCCESS","2023-11-21T11:29:48.408+08:00[Asia/Shanghai]","0.0","129.69"
"Voucher entries","Voucher entry with single multiple lines","SUCCESS","2023-11-21T11:32:52.093+08:00[Asia/Shanghai]","0.0","166.96"
"Voucher entries","Checking line reference place holder","SUCCESS","2023-11-21T11:35:39.759+08:00[Asia/Shanghai]","0.0","184.29"
"Voucher entries","Voucher entry delete a line","SUCCESS","2023-11-21T11:39:35.633+08:00[Asia/Shanghai]","0.0","156.7"
"Voucher entries","Voucher entry multi docs","SUCCESS","2023-11-21T11:48:10.876+08:00[Asia/Shanghai]","0.0","291.22"
"Voucher entries","Simple prepayment","SUCCESS","2023-11-21T11:53:53.965+08:00[Asia/Shanghai]","0.0","69.66"
"Voucher entries","Voucher entry proceed to payment","SUCCESS","2023-11-21T11:55:04.315+08:00[Asia/Shanghai]","0.0","189.89"
"Voucher entries","Create voucher entry using sustainability accounts","SUCCESS","2023-11-21T12:00:45.327+08:00[Asia/Shanghai]","0.0","361.96"
"Voucher entries","Voucher entry with tax rate rounded","SUCCESS","2023-11-21T12:13:09.054+08:00[Asia/Shanghai]","0.0","140.87"
"Voucher entries","Creating voucher entry","SUCCESS","2023-11-21T12:19:03.346+08:00[Asia/Shanghai]","0.0","108.24"
"Voucher entries","Release retention adding a line","SUCCESS","2023-11-21T12:20:52.266+08:00[Asia/Shanghai]","0.0","182.54"
"Voucher entries","Voucher entry credit memo","SUCCESS","2023-11-21T12:24:46.141+08:00[Asia/Shanghai]","0.0","127.96"
