"Story","Title","Result","Date","Stability","Duration (s)"
"Annual statistical budget","Create annual statistical entry","FAILURE","2023-11-15T18:37:30.857+08:00[Asia/Shanghai]","0.0","30.73"
"Batch posting","Batch posting voiding process","FAILURE","2023-11-15T18:38:02.424+08:00[Asia/Shanghai]","0.0","147.19"
