"Story","Title","Result","Date","Stability","Duration (s)"
"Batch posting","Batch posting voiding process","SUCCESS","2023-09-18T20:28:19.476+08:00[Asia/Shanghai]","0.0","122.19"
"Batch posting","Batch posting general ledger entry","SUCCESS","2023-09-18T20:30:22.349+08:00[Asia/Shanghai]","0.0","113.96"
