"Story","Title","Result","Date","Stability","Duration (s)"
"Voucher entries","Voucher entry without tax rate","SUCCESS","2023-09-18T19:18:54.696+08:00[Asia/Shanghai]","0.0","124.0"
"Voucher entries","Voucher entry with single multiple lines","SUCCESS","2023-09-18T19:21:47.892+08:00[Asia/Shanghai]","0.0","165.42"
"Voucher entries","Voucher entry delete a line","SUCCESS","2023-09-18T19:30:00.429+08:00[Asia/Shanghai]","0.0","153.27"
"Voucher entries","Voucher entry multi docs","SUCCESS","2023-09-18T19:38:40.55+08:00[Asia/Shanghai]","0.0","287.81"
"Voucher entries","Simple prepayment","SUCCESS","2023-09-18T19:44:20.38+08:00[Asia/Shanghai]","0.0","67.99"
"Voucher entries","Create voucher entry using sustainability accounts","SUCCESS","2023-09-18T19:54:43.775+08:00[Asia/Shanghai]","0.0","370.25"
"Voucher entries","Release retention partial","SUCCESS","2023-09-18T20:04:59.885+08:00[Asia/Shanghai]","0.0","132.31"
"Voucher entries","Voucher entry with tax rate rounded","SUCCESS","2023-09-18T20:08:14.489+08:00[Asia/Shanghai]","0.0","141.35"
"Voucher entries","Release retention adding a line","SUCCESS","2023-09-18T20:19:34.981+08:00[Asia/Shanghai]","0.0","185.37"
"Voucher entries","Voucher entry credit memo","SUCCESS","2023-09-18T20:23:35.303+08:00[Asia/Shanghai]","0.0","131.85"
